slot_initial_count,slot_initial_count_abs_log1p,slot_initial_count_mod3,slot_initial_count_mod7,slot_percent_increase,slot_percent_increase_abs_log1p,slot_percent_increase_is_even,slot_percent_increase_mod3,slot_percent_increase_mod7,slot_percent_increase_mod10,slot_program_name,slot_people_noun,slot_time_prev,slot_time_curr,gcd_all,n_multiple_pairs,y
400,5.993961427306569,1,1,15,2.772588722239781,0,0,1,5,0,3,4,4,5,0,460.0
120,4.795790545596741,0,1,65,4.189654742026425,0,2,2,5,0,4,4,4,5,0,198.0
340,5.831882477283517,1,4,70,4.2626798770413155,1,1,0,0,3,4,4,4,10,0,578.0
60,4.110873864173311,0,4,20,3.044522437723423,1,2,6,0,0,2,0,0,20,1,72.0
480,6.175867270105761,0,4,30,3.4339872044851463,1,0,2,0,3,3,2,2,30,1,624.0
100,4.61512051684126,1,2,70,4.2626798770413155,1,1,0,0,5,3,1,1,10,0,170.0
160,5.081404364984463,1,6,35,3.58351893845611,0,2,0,5,1,4,0,0,5,0,216.0
180,5.198497031265826,0,5,60,4.110873864173311,1,0,4,0,4,1,1,1,60,1,288.0
80,4.394449154672439,2,3,60,4.110873864173311,1,0,4,0,0,1,1,1,20,0,128.0
200,5.303304908059076,2,4,50,3.9318256327243257,1,2,1,0,4,1,4,4,50,1,300.0
260,5.564520407322694,2,1,5,1.791759469228055,0,2,5,5,3,2,2,2,5,1,273.0
320,5.771441123130016,2,5,55,4.02535169073515,0,1,6,5,8,2,0,0,5,0,496.0
220,5.3981627015177525,1,3,55,4.02535169073515,0,1,6,5,8,3,1,1,55,1,341.0
20,3.044522437723423,2,6,5,1.791759469228055,0,2,5,5,2,5,2,2,5,1,21.0
420,6.042632833682381,0,0,55,4.02535169073515,0,1,6,5,9,1,4,4,5,0,651.0
320,5.771441123130016,2,5,10,2.3978952727983707,1,1,3,0,8,5,0,0,10,1,352.0
300,5.707110264748875,0,6,45,3.828641396489095,0,0,3,5,9,5,1,1,15,0,435.0
140,4.948759890378168,2,0,75,4.330733340286331,0,0,5,5,9,0,0,0,5,0,245.0
220,5.3981627015177525,1,3,20,3.044522437723423,1,2,6,0,6,4,1,1,20,1,264.0
400,5.993961427306569,1,1,5,1.791759469228055,0,2,5,5,8,0,2,2,5,1,420.0
320,5.771441123130016,2,5,50,3.9318256327243257,1,2,1,0,7,0,2,2,10,0,480.0
420,6.042632833682381,0,0,45,3.828641396489095,0,0,3,5,1,5,2,2,15,0,609.0
80,4.394449154672439,2,3,50,3.9318256327243257,1,2,1,0,5,2,3,3,10,0,120.0
200,5.303304908059076,2,4,5,1.791759469228055,0,2,5,5,6,2,0,0,5,1,210.0
440,6.089044875446846,2,6,70,4.2626798770413155,1,1,0,0,3,0,2,2,10,0,748.0
480,6.175867270105761,0,4,45,3.828641396489095,0,0,3,5,5,4,1,1,15,0,696.0
80,4.394449154672439,2,3,80,4.394449154672439,1,2,3,0,4,2,4,4,80,1,144.0
360,5.8888779583328805,0,3,15,2.772588722239781,0,0,1,5,8,0,3,3,15,1,414.0
320,5.771441123130016,2,5,50,3.9318256327243257,1,2,1,0,3,0,1,1,10,0,480.0
420,6.042632833682381,0,0,65,4.189654742026425,0,2,2,5,9,0,3,3,5,0,693.0
260,5.564520407322694,2,1,80,4.394449154672439,1,2,3,0,6,3,0,0,20,0,468.0
440,6.089044875446846,2,6,65,4.189654742026425,0,2,2,5,8,2,3,3,5,0,726.0
240,5.484796933490655,0,2,5,1.791759469228055,0,2,5,5,8,3,3,3,5,1,252.0
420,6.042632833682381,0,0,35,3.58351893845611,0,2,0,5,0,0,0,0,35,1,567.0
200,5.303304908059076,2,4,70,4.2626798770413155,1,1,0,0,2,3,1,1,10,0,340.0
340,5.831882477283517,1,4,50,3.9318256327243257,1,2,1,0,0,4,3,3,10,0,510.0
180,5.198497031265826,0,5,70,4.2626798770413155,1,1,0,0,6,0,0,0,10,0,306.0
260,5.564520407322694,2,1,45,3.828641396489095,0,0,3,5,6,3,1,1,5,0,377.0
20,3.044522437723423,2,6,25,3.258096538021482,0,1,4,5,9,5,0,0,5,0,25.0
120,4.795790545596741,0,1,50,3.9318256327243257,1,2,1,0,7,1,0,0,10,0,180.0
400,5.993961427306569,1,1,55,4.02535169073515,0,1,6,5,2,5,2,2,5,0,620.0
280,5.638354669333745,1,0,55,4.02535169073515,0,1,6,5,5,4,3,3,5,0,434.0
320,5.771441123130016,2,5,35,3.58351893845611,0,2,0,5,7,4,3,3,5,0,432.0
240,5.484796933490655,0,2,45,3.828641396489095,0,0,3,5,6,2,1,1,15,0,348.0
260,5.564520407322694,2,1,60,4.110873864173311,1,0,4,0,5,2,2,2,20,0,416.0
320,5.771441123130016,2,5,5,1.791759469228055,0,2,5,5,5,2,2,2,5,1,336.0
380,5.942799375126701,2,2,30,3.4339872044851463,1,0,2,0,0,5,2,2,10,0,494.0
60,4.110873864173311,0,4,20,3.044522437723423,1,2,6,0,7,0,1,1,20,1,72.0
460,6.133398042996649,1,5,20,3.044522437723423,1,2,6,0,1,3,3,3,20,1,552.0
220,5.3981627015177525,1,3,55,4.02535169073515,0,1,6,5,3,3,4,4,55,1,341.0
460,6.133398042996649,1,5,40,3.713572066704308,1,1,5,0,2,1,4,4,20,0,644.0
260,5.564520407322694,2,1,40,3.713572066704308,1,1,5,0,2,3,4,4,20,0,364.0
500,6.2166061010848646,2,3,40,3.713572066704308,1,1,5,0,3,4,4,4,20,0,700.0
400,5.993961427306569,1,1,60,4.110873864173311,1,0,4,0,0,5,2,2,20,0,640.0
260,5.564520407322694,2,1,30,3.4339872044851463,1,0,2,0,3,1,3,3,10,0,338.0
